,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_alphafold3_rp06_5.pdb,2.891,0.0,0.87,0.899,0.722,0.876,3.324,17.54,0.851,0.099,0.309,0.785,3.628,0.0,0.097,0.057,0.082,0.101,0.146,0.765
normalized_alphafold3_rp06_4.pdb,3.054,0.0,0.863,0.919,0.693,0.862,3.538,17.61,0.835,0.099,0.32,0.803,3.633,0.0,0.1,0.063,0.076,0.108,0.152,0.781
normalized_alphafold3_rp06_3.pdb,3.062,0.0,0.856,0.908,0.678,0.857,3.576,18.11,0.842,0.099,0.325,0.797,3.627,0.0,0.095,0.057,0.082,0.101,0.139,0.75
normalized_alphafold3_rp06_2.pdb,3.128,0.0,0.875,0.919,0.754,0.873,3.575,17.83,0.829,0.099,0.336,0.785,3.619,0.0,0.095,0.057,0.076,0.101,0.146,0.779
normalized_alphafold3_rp06_1.pdb,3.159,0.0,0.87,0.908,0.667,0.88,3.63,17.39,0.832,0.099,0.335,0.793,3.64,0.0,0.093,0.057,0.082,0.101,0.133,0.805
normalized_rhofold_rp06.pdb,11.354,0.0,0.358,0.286,0.0,0.474,31.673,60.03,0.415,0.087,1.129,2.236,1.032,0.0,0.082,0.032,0.051,0.095,0.152,0.329
normalized_trrosettarna_rp06_2.pdb,18.34,0.0,0.626,0.729,0.102,0.636,29.306,33.09,0.428,0.094,1.881,1.458,2.583,0.0,0.081,0.044,0.063,0.101,0.114,0.53
normalized_trrosettarna_rp06_1.pdb,19.216,0.0,0.602,0.705,0.072,0.63,31.922,39.43,0.38,0.092,1.965,1.589,2.228,0.0,0.081,0.044,0.063,0.095,0.12,0.505
normalized_trrosettarna_rp06_4.pdb,19.443,0.0,0.512,0.566,0.0,0.572,37.987,35.81,0.377,0.091,1.998,1.701,1.782,0.0,0.081,0.044,0.063,0.095,0.12,0.482
normalized_trrosettarna_rp06_3.pdb,19.443,0.0,0.547,0.619,0.061,0.597,35.53,39.32,0.383,0.091,2.001,1.614,2.122,0.0,0.082,0.044,0.07,0.095,0.12,0.495
normalized_vfoldpipeline_rp06.pdb,21.548,0.0,0.638,0.638,0.333,0.67,33.796,23.7,0.335,0.094,2.199,1.715,3.477,0.0,0.073,0.051,0.057,0.076,0.108,0.447
normalized_trrosettarna_rp06_5.pdb,24.708,2.09277040141842e-14,0.453,0.489,0.061,0.512,54.568,45.99,0.289,0.089,2.569,1.779,1.551,0.0,0.081,0.044,0.063,0.101,0.114,0.449
normalized_simrna_rp06.pdb,25.831,2.089328710042082e-12,0.592,0.57,0.0,0.653,43.669,28.33,0.221,0.099,2.668,1.851,3.139,0.0,0.068,0.038,0.051,0.076,0.108,0.007
