,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_best_rp25_22.pdb,2.55,0.0,0.832,0.977,0.533,0.829,3.064,19.11,0.671,0.857,0.232,1.01,1.803,0.0,0.743,0.29,0.71,0.971,1.0,0.761
normalized_alphafold3_rp25_1.pdb,2.579,0.0,0.808,0.952,0.539,0.796,3.191,11.74,0.654,0.872,0.267,0.934,2.031,0.0,0.746,0.391,0.652,0.942,1.0,0.629
normalized_alphafold3_rp25_5.pdb,2.594,0.0,0.817,0.952,0.539,0.811,3.176,12.19,0.652,0.873,0.268,0.941,2.031,0.0,0.75,0.377,0.681,0.942,1.0,0.629
normalized_alphafold3_rp25_2.pdb,2.634,0.0,0.81,0.952,0.539,0.8,3.251,12.28,0.655,0.874,0.273,0.933,2.023,0.0,0.75,0.42,0.652,0.927,1.0,0.628
normalized_alphafold3_rp25_3.pdb,2.639,0.0,0.803,0.952,0.539,0.789,3.286,13.22,0.632,0.875,0.272,0.919,2.034,0.0,0.75,0.391,0.667,0.942,1.0,0.599
normalized_alphafold3_rp25_4.pdb,2.684,0.0,0.81,0.952,0.539,0.8,3.313,12.15,0.655,0.871,0.28,0.938,2.026,0.0,0.746,0.377,0.681,0.927,1.0,0.627
normalized_best_rp25_45.pdb,2.692,0.0,0.803,0.93,0.615,0.784,3.352,17.04,0.673,0.877,0.288,0.838,1.523,0.0,0.739,0.362,0.681,0.913,1.0,0.777
normalized_best_rp25_46.pdb,2.698,0.0,0.816,0.952,0.57,0.804,3.308,19.53,0.733,0.848,0.271,0.918,1.408,0.0,0.79,0.391,0.826,0.957,0.986,0.756
normalized_best_rp25_21.pdb,2.708,0.0,0.817,0.956,0.603,0.801,3.314,19.23,0.664,0.857,0.257,1.035,1.72,0.0,0.746,0.304,0.71,0.971,1.0,0.76
normalized_best_rp25_27.pdb,2.839,0.0,0.828,0.956,0.57,0.822,3.431,19.43,0.771,0.84,0.277,1.024,1.781,0.0,0.83,0.551,0.841,0.927,1.0,0.753
normalized_best_rp25_2.pdb,2.863,0.0,0.854,0.956,0.704,0.841,3.353,16.52,0.597,0.886,0.276,0.718,1.788,0.0,0.71,0.333,0.565,0.942,1.0,0.665
normalized_best_rp25_20.pdb,2.874,0.0,0.837,0.977,0.603,0.826,3.432,19.7,0.619,0.858,0.251,0.981,1.771,0.0,0.725,0.304,0.623,0.971,1.0,0.748
normalized_best_rp25_30.pdb,2.901,0.0,0.793,0.91,0.57,0.785,3.657,20.44,0.701,0.836,0.29,1.052,1.753,0.0,0.761,0.348,0.768,0.927,1.0,0.736
normalized_best_rp25_8.pdb,3.046,0.0,0.808,0.93,0.667,0.787,3.769,17.07,0.592,0.851,0.273,1.076,1.757,0.0,0.714,0.333,0.594,0.927,1.0,0.576
normalized_best_rp25_25.pdb,3.051,0.0,0.831,0.935,0.57,0.833,3.674,20.5,0.656,0.846,0.319,1.035,1.719,0.0,0.754,0.333,0.768,0.927,0.986,0.748
normalized_best_rp25_23.pdb,3.055,0.0,0.809,0.935,0.533,0.807,3.775,20.29,0.634,0.836,0.304,1.017,1.776,0.0,0.725,0.29,0.681,0.927,1.0,0.733
normalized_best_rp25_7.pdb,3.075,0.0,0.81,0.93,0.603,0.801,3.796,18.0,0.589,0.855,0.277,0.987,1.736,0.0,0.703,0.319,0.551,0.942,1.0,0.626
normalized_best_rp25_43.pdb,3.088,0.0,0.821,0.952,0.533,0.823,3.76,18.91,0.542,0.865,0.315,0.875,1.491,0.0,0.688,0.333,0.536,0.884,1.0,0.765
normalized_best_rp25_39.pdb,3.095,0.0,0.821,0.977,0.503,0.818,3.771,20.36,0.587,0.84,0.294,1.063,1.679,0.0,0.681,0.246,0.536,0.942,1.0,0.744
normalized_trrosettarna_rp25_2.pdb,3.179,0.0,0.643,0.873,0.0,0.643,4.943,31.06,0.66,0.786,0.314,1.452,1.301,0.0,0.688,0.188,0.623,0.942,1.0,0.613
normalized_best_rp25_49.pdb,3.185,0.0,0.774,0.952,0.426,0.768,4.112,18.32,0.644,0.838,0.325,0.964,1.388,0.0,0.707,0.319,0.623,0.899,0.986,0.733
normalized_best_rp25_36.pdb,3.19,0.0,0.783,0.952,0.426,0.781,4.072,17.73,0.673,0.829,0.327,0.988,1.324,0.0,0.739,0.42,0.652,0.899,0.986,0.738
normalized_trrosettarna_rp25_1.pdb,3.198,0.0,0.457,0.726,0.0,0.422,7.001,30.82,0.661,0.789,0.301,1.712,1.197,0.0,0.688,0.203,0.638,0.913,1.0,0.6
normalized_best_rp25_6.pdb,3.229,0.0,0.817,0.93,0.704,0.793,3.952,17.07,0.556,0.85,0.298,1.029,1.669,0.0,0.681,0.319,0.493,0.913,1.0,0.719
normalized_trrosettarna_rp25_3.pdb,3.253,0.0,0.392,0.582,0.0,0.409,8.304,32.85,0.655,0.776,0.308,1.749,0.914,0.0,0.685,0.188,0.623,0.927,1.0,0.59
normalized_best_rp25_28.pdb,3.343,0.0,0.781,0.91,0.57,0.767,4.278,19.05,0.739,0.828,0.315,1.101,1.761,0.0,0.797,0.493,0.812,0.899,0.986,0.743
normalized_best_rp25_24.pdb,3.474,0.0,0.812,0.935,0.533,0.812,4.279,19.52,0.621,0.832,0.349,1.059,1.726,0.0,0.703,0.304,0.638,0.899,0.971,0.728
