,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_trrosettarna_rp08_3.pdb,2.14,0.0,0.624,0.751,0.144,0.63,3.431,29.06,0.842,0.839,0.188,1.395,1.847,0.0,0.797,0.333,0.854,1.0,1.0,0.692
normalized_trrosettarna_rp08_1.pdb,2.177,0.0,0.608,0.794,0.136,0.588,3.579,25.38,0.843,0.841,0.182,1.408,2.093,0.0,0.797,0.344,0.844,1.0,1.0,0.698
normalized_trrosettarna_rp08_2.pdb,2.243,0.0,0.642,0.813,0.433,0.597,3.492,28.01,0.838,0.842,0.188,1.213,2.095,0.0,0.792,0.333,0.833,1.0,1.0,0.697
normalized_trrosettarna_rp08_4.pdb,2.324,0.0,0.515,0.733,0.136,0.476,4.512,34.38,0.838,0.827,0.198,1.554,1.793,0.0,0.799,0.365,0.833,1.0,1.0,0.664
normalized_alphafold3_rp08_1.pdb,3.108,0.0,0.912,0.97,0.667,0.907,3.406,9.77,0.747,0.9,0.311,0.751,3.077,0.0,0.779,0.542,0.708,0.865,1.0,0.854
normalized_alphafold3_rp08_4.pdb,3.124,0.0,0.912,0.97,0.667,0.907,3.424,9.58,0.777,0.9,0.313,0.753,3.082,0.0,0.794,0.542,0.76,0.875,1.0,0.855
normalized_alphafold3_rp08_3.pdb,3.175,0.0,0.92,0.97,0.816,0.907,3.45,9.79,0.758,0.899,0.316,0.747,3.091,0.0,0.792,0.562,0.729,0.875,1.0,0.853
normalized_alphafold3_rp08_5.pdb,3.186,0.0,0.92,0.97,0.816,0.907,3.462,9.76,0.73,0.898,0.319,0.749,3.052,0.0,0.773,0.542,0.688,0.865,1.0,0.852
normalized_alphafold3_rp08_2.pdb,3.196,0.0,0.92,0.97,0.73,0.913,3.473,9.69,0.756,0.9,0.318,0.755,3.065,0.0,0.786,0.552,0.729,0.865,1.0,0.854
normalized_best_rp08_38.pdb,4.801,0.0,0.85,0.985,0.577,0.816,5.651,17.67,0.596,0.799,0.473,1.151,2.736,0.0,0.586,0.271,0.448,0.677,0.948,0.654
normalized_best_rp08_36.pdb,6.377,0.0,0.847,0.97,0.544,0.824,7.526,16.59,0.591,0.806,0.64,1.14,2.756,0.0,0.583,0.344,0.5,0.667,0.823,0.675
normalized_best_rp08_7.pdb,6.709,0.0,0.751,0.906,0.289,0.711,8.931,20.45,0.535,0.768,0.667,1.292,2.343,0.0,0.526,0.229,0.427,0.552,0.896,0.642
normalized_best_rp08_16.pdb,6.815,0.0,0.751,0.839,0.5,0.735,9.072,18.02,0.507,0.777,0.682,1.255,2.691,0.0,0.531,0.292,0.406,0.615,0.812,0.625
normalized_best_rp08_41.pdb,10.653,0.0,0.856,0.985,0.544,0.832,12.443,16.72,0.577,0.786,1.13,1.104,2.887,0.0,0.57,0.312,0.51,0.698,0.76,0.666
normalized_best_rp08_20.pdb,10.772,0.0,0.827,0.954,0.577,0.795,13.031,20.24,0.55,0.787,1.121,1.168,2.487,0.0,0.536,0.302,0.479,0.625,0.74,0.635
normalized_best_rp08_29.pdb,10.782,0.0,0.827,0.969,0.516,0.8,13.042,19.01,0.577,0.782,1.12,1.187,2.602,0.0,0.557,0.344,0.5,0.646,0.74,0.638
normalized_best_rp08_14.pdb,10.799,0.0,0.715,0.844,0.408,0.68,15.103,21.03,0.511,0.735,1.13,1.409,2.762,0.0,0.466,0.302,0.406,0.479,0.677,0.445
normalized_best_rp08_26.pdb,10.804,0.0,0.811,0.954,0.492,0.786,13.328,18.86,0.579,0.792,1.162,1.178,2.625,0.0,0.56,0.344,0.51,0.656,0.729,0.637
normalized_best_rp08_8.pdb,11.03,0.0,0.783,0.884,0.612,0.75,14.089,16.44,0.521,0.779,1.157,1.232,2.768,0.0,0.495,0.25,0.396,0.604,0.729,0.595
normalized_best_rp08_33.pdb,11.285,0.0,0.762,0.906,0.289,0.724,14.818,22.74,0.33,0.752,1.139,1.323,2.155,0.0,0.32,0.167,0.219,0.312,0.583,0.445
normalized_best_rp08_2.pdb,11.3,0.0,0.65,0.835,0.408,0.595,17.398,31.04,0.335,0.714,1.134,1.546,1.354,0.0,0.299,0.115,0.208,0.292,0.583,0.416
normalized_best_rp08_11.pdb,11.311,0.0,0.784,0.906,0.617,0.747,14.423,17.24,0.501,0.769,1.203,1.309,2.658,0.0,0.497,0.271,0.427,0.573,0.719,0.546
normalized_best_rp08_31.pdb,11.328,0.0,0.711,0.936,0.0,0.658,15.929,21.36,0.389,0.707,1.162,1.447,1.87,0.0,0.354,0.104,0.25,0.438,0.625,0.436
