,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_trrosettarna_rp03_1.pdb,2.378,0.0,0.835,0.98,0.802,0.786,2.849,24.91,0.797,0.859,0.217,0.904,1.705,0.0,0.819,0.464,0.821,0.988,1.0,0.735
normalized_trrosettarna_rp03_2.pdb,2.559,0.0,0.656,0.801,0.286,0.649,3.902,31.52,0.788,0.834,0.225,1.286,1.387,0.0,0.806,0.417,0.809,1.0,1.0,0.69
normalized_alphafold3_rp03_1.pdb,2.6,0.0,0.906,0.981,0.882,0.883,2.869,13.67,0.785,0.902,0.264,0.731,2.33,0.0,0.812,0.524,0.798,0.929,1.0,0.816
normalized_alphafold3_rp03_3.pdb,2.764,0.0,0.905,0.981,0.837,0.887,3.055,13.77,0.727,0.905,0.287,0.732,2.336,0.0,0.765,0.429,0.702,0.929,1.0,0.812
normalized_alphafold3_rp03_5.pdb,2.813,0.0,0.895,0.981,0.668,0.889,3.142,14.31,0.765,0.899,0.283,0.772,2.326,0.0,0.789,0.512,0.75,0.905,0.988,0.807
normalized_trrosettarna_rp03_3.pdb,2.867,0.0,0.526,0.728,0.267,0.49,5.448,37.9,0.78,0.824,0.238,1.459,1.199,0.0,0.792,0.405,0.786,0.976,1.0,0.658
normalized_alphafold3_rp03_4.pdb,2.871,0.0,0.887,0.962,0.802,0.869,3.236,13.82,0.756,0.9,0.287,0.771,2.336,0.0,0.792,0.512,0.75,0.905,1.0,0.811
normalized_alphafold3_rp03_2.pdb,3.238,0.0,0.891,0.981,0.668,0.883,3.633,13.88,0.665,0.902,0.329,0.775,2.325,0.0,0.705,0.393,0.583,0.857,0.988,0.808
normalized_rhofold_rp03.pdb,4.096,0.0,0.703,0.98,0.169,0.644,5.827,50.86,0.597,0.761,0.407,1.201,1.276,0.0,0.592,0.167,0.417,0.798,0.988,0.565
normalized_vfoldpipeline_rp03.pdb,6.517,0.0,0.854,0.941,0.772,0.831,7.628,18.3,0.494,0.815,0.648,0.995,2.201,0.0,0.545,0.369,0.452,0.536,0.821,0.693
normalized_best_rp03_2.pdb,7.699,0.0,0.723,0.863,0.0,0.712,10.648,26.11,0.355,0.675,0.775,1.372,1.56,0.0,0.381,0.107,0.214,0.417,0.786,0.481
normalized_trrosettarna_rp03_5.pdb,9.308,0.0,0.526,0.533,0.143,0.576,17.704,44.6,0.394,0.789,1.014,1.63,0.891,0.0,0.434,0.167,0.357,0.524,0.691,0.561
normalized_3drna_rp03_4.pdb,9.557,0.0,0.71,0.895,0.218,0.68,13.469,33.28,0.407,0.702,0.994,1.368,1.654,0.0,0.423,0.155,0.274,0.512,0.75,0.499
normalized_3drna_rp03_2.pdb,9.587,0.0,0.701,0.873,0.378,0.664,13.683,35.35,0.35,0.709,1.034,1.307,1.525,0.0,0.375,0.119,0.226,0.452,0.702,0.49
normalized_best_rp03_4.pdb,11.285,0.0,0.705,0.824,0.0,0.701,16.006,23.69,0.268,0.025,1.181,1.471,1.385,0.0,0.196,0.071,0.107,0.191,0.417,0.47
normalized_3drna_rp03_5.pdb,11.4,0.0,0.735,0.895,0.267,0.712,15.505,32.15,0.303,0.706,1.22,1.329,1.677,0.0,0.363,0.131,0.238,0.429,0.655,0.482
normalized_trrosettarna_rp03_4.pdb,11.465,0.0,0.332,0.346,0.0,0.418,34.518,60.45,0.196,0.776,1.284,1.819,0.527,0.0,0.235,0.083,0.167,0.25,0.441,0.541
normalized_isrna_rp03.pdb,11.75,5.551115123125783e-17,0.718,0.902,,0.686,16.371,23.74,0.287,0.696,1.223,1.403,1.966,0.0,0.345,0.191,0.238,0.345,0.607,0.446
normalized_best_rp03_1.pdb,12.066,2.220446049250313e-16,0.699,0.817,0.0,0.699,17.261,26.7,0.275,0.655,1.221,1.49,1.923,0.0,0.277,0.119,0.202,0.298,0.488,0.474
normalized_best_rp03_8.pdb,12.084,2.7755575615628914e-16,0.72,0.863,0.401,0.703,16.792,21.48,0.307,0.672,1.273,1.358,2.077,0.0,0.345,0.143,0.238,0.429,0.571,0.464
normalized_best_rp03_12.pdb,12.086,2.7755575615628914e-16,0.72,0.902,0.359,0.699,16.795,21.14,0.363,0.667,1.257,1.334,2.069,0.0,0.339,0.143,0.226,0.405,0.583,0.467
normalized_3drna_rp03_3.pdb,12.163,3.885780586188048e-16,0.717,0.939,0.436,0.658,16.972,35.13,0.297,0.708,1.273,1.302,1.692,0.0,0.348,0.107,0.179,0.393,0.714,0.495
normalized_3drna_rp03_1.pdb,12.594,2.6645352591003757e-15,0.634,0.898,0.267,0.561,19.854,35.22,0.333,0.693,1.316,1.357,1.579,0.0,0.333,0.107,0.25,0.417,0.559,0.469
normalized_best_rp03_5.pdb,13.79,4.206635040304718e-13,0.58,0.667,0.0,0.599,23.764,40.11,0.256,0.632,1.415,1.605,1.826,0.0,0.271,0.071,0.155,0.286,0.571,0.002
normalized_best_rp03_3.pdb,14.27,2.8432256549137946e-12,0.651,0.826,0.0,0.629,21.927,24.05,0.339,0.649,1.497,1.499,1.88,0.0,0.327,0.095,0.155,0.429,0.631,0.49
normalized_best_rp03_10.pdb,15.734,6.242709127413093e-10,0.735,0.869,0.571,0.703,21.415,21.31,0.24,0.675,1.747,1.373,2.103,0.0,0.28,0.143,0.226,0.286,0.464,0.488
normalized_vfold_rp03.pdb,15.793,7.645209465501068e-10,0.636,0.869,0.0,0.589,24.834,30.87,0.305,0.645,1.719,1.562,1.55,0.0,0.348,0.155,0.226,0.405,0.607,0.012
normalized_mcsym_rp03.pdb,15.965,1.3771813689444912e-09,0.744,0.92,0.0,0.726,21.466,34.84,0.273,0.686,1.607,1.376,1.978,0.0,0.316,0.107,0.226,0.345,0.583,0.017
normalized_best_rp03_9.pdb,16.858,2.526901082822164e-08,0.717,0.885,0.401,0.69,23.523,21.98,0.312,0.664,1.856,1.421,2.035,0.0,0.319,0.155,0.25,0.369,0.5,0.494
normalized_best_rp03_6.pdb,17.066,4.800159592033282e-08,0.698,0.898,0.0,0.681,24.435,23.82,0.217,0.019,1.81,1.502,1.473,0.0,0.161,0.083,0.107,0.167,0.286,0.441
normalized_simrna_rp03.pdb,17.663,2.834665078221832e-07,0.702,0.854,0.0,0.704,25.163,23.79,0.302,0.697,1.809,1.585,2.133,0.0,0.306,0.119,0.214,0.321,0.571,0.075
normalized_best_rp03_11.pdb,18.052,8.497089201697783e-07,0.711,0.847,0.401,0.694,25.404,22.49,0.354,0.665,1.849,1.439,2.082,0.0,0.39,0.155,0.286,0.488,0.631,0.476
normalized_rnacomposer_rp03.pdb,18.272,1.5495923577080184e-06,0.771,0.939,0.507,0.732,23.694,19.38,0.327,0.741,1.939,1.195,1.548,0.0,0.363,0.191,0.274,0.429,0.559,0.55
normalized_3drna_rp03.pdb,19.27,1.981868359579586e-05,0.752,0.92,0.189,0.736,25.623,29.71,0.237,0.719,1.989,1.326,1.923,0.0,0.298,0.167,0.238,0.333,0.452,0.509
normalized_rnajp_rp03.pdb,22.48,0.010002004297950728,0.55,0.635,0.0,0.563,40.891,36.77,0.233,0.577,2.234,1.687,0.976,0.0,0.259,0.131,0.214,0.298,0.393,0.007
normalized_eprna_rp03.pdb,24.386,0.10251633571458385,0.074,0.0,0.0,0.106,327.399,95.5,0.135,0.473,2.427,2.211,0.11,0.0,0.092,0.036,0.059,0.107,0.167,0.0
normalized_best_rp03_7.pdb,24.63,0.12883767644428512,0.532,0.393,0.0,0.619,46.286,42.19,0.308,0.581,2.53,2.027,1.782,0.0,0.155,0.095,0.143,0.155,0.226,0.002
normalized_ifoldrna_rp03_4.pdb,31.092,0.9930202146022933,0.282,0.0,0.0,0.426,110.165,28.66,0.19,0.545,3.135,2.194,0.598,0.0,0.122,0.071,0.095,0.119,0.202,0.001
normalized_ifoldrna_rp03_2.pdb,31.244,0.9944994090887722,0.303,0.0,0.0,0.455,103.169,28.38,0.256,0.559,3.161,2.293,0.748,0.0,0.143,0.083,0.107,0.167,0.214,0.001
normalized_ifoldrna_rp03_3.pdb,31.915,0.9982254155203498,0.267,0.0,0.0,0.378,119.364,26.64,0.207,0.562,3.228,2.224,0.747,0.0,0.137,0.071,0.107,0.143,0.226,0.001
normalized_ifoldrna_rp03_1.pdb,31.957,0.9983526352003929,0.308,0.0,0.0,0.449,103.836,28.5,0.221,0.568,3.262,2.168,0.655,0.0,0.119,0.059,0.095,0.119,0.202,0.012
normalized_ifoldrna_rp03_5.pdb,34.194,0.9999855159056166,0.224,0.0,0.0,0.332,152.802,27.97,0.182,0.544,3.428,2.274,0.668,0.0,0.134,0.071,0.107,0.131,0.226,0.001
