,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_3drna_rp13_2.pdb,16.185,0.001326949583750625,0.735,0.688,0.577,0.765,22.017,31.68,0.309,0.539,1.624,1.602,1.163,0.0,0.417,0.217,0.333,0.5,0.617,0.423
normalized_3drna_rp13.pdb,17.95,0.021439489840572368,0.555,0.378,0.0,0.672,32.331,35.74,0.182,0.485,1.869,1.895,0.817,0.0,0.221,0.117,0.183,0.25,0.333,0.306
normalized_simrna_rp13.pdb,18.023,0.023636396700728424,0.676,0.624,0.0,0.737,26.667,22.49,0.235,0.536,1.825,1.722,1.745,0.0,0.346,0.133,0.233,0.433,0.583,0.017
normalized_trrosettarna_rp13_2.pdb,18.126,0.027016036854701553,0.738,0.818,,0.727,24.572,25.63,0.548,0.584,1.859,1.394,1.101,0.0,0.633,0.4,0.65,0.733,0.75,0.525
normalized_trrosettarna_rp13_3.pdb,18.143,0.0275820214097644,0.655,0.732,0.0,0.669,27.69,28.85,0.541,0.565,1.849,1.512,0.965,0.0,0.617,0.333,0.65,0.733,0.75,0.51
normalized_trrosettarna_rp13_4.pdb,18.187,0.02919957953561092,0.655,0.69,0.516,0.668,27.758,29.12,0.533,0.583,1.846,1.485,0.954,0.0,0.625,0.383,0.633,0.733,0.75,0.517
normalized_vfold_rp13.pdb,18.194,0.029448117481223335,0.442,0.333,0.0,0.548,41.173,31.64,0.225,0.458,1.883,2.123,1.197,0.0,0.283,0.167,0.25,0.317,0.4,0.002
normalized_trrosettarna_rp13_1.pdb,18.219,0.030394250085231833,0.809,0.794,0.667,0.825,22.515,26.7,0.546,0.584,1.852,1.263,1.336,0.0,0.629,0.383,0.65,0.733,0.75,0.531
normalized_trrosettarna_rp13_5.pdb,18.259,0.031945673324023094,0.688,0.726,0.408,0.69,26.526,26.89,0.521,0.563,1.85,1.49,0.945,0.0,0.604,0.317,0.633,0.717,0.75,0.493
normalized_rhofold_rp13.pdb,19.383,0.10966583097015509,0.65,0.586,0.0,0.718,29.833,50.37,0.212,0.513,1.984,1.679,1.178,0.0,0.283,0.15,0.217,0.283,0.483,0.377
normalized_vfoldpipeline_rp13.pdb,19.725,0.1495480910473761,0.632,0.741,0.0,0.61,31.227,26.58,0.213,0.478,2.041,1.716,0.996,0.0,0.258,0.183,0.233,0.283,0.333,0.332
normalized_eprna_rp13.pdb,19.815,0.16149535384679914,0.048,,0.0,0.143,414.704,101.69,0.126,0.388,1.953,2.301,0.044,0.0,0.125,0.067,0.1,0.133,0.2,0.0
normalized_3drna_rp13_4.pdb,19.877,0.17003114451842505,0.794,0.741,0.577,0.828,25.027,30.33,0.309,0.553,1.996,1.584,1.314,0.0,0.408,0.217,0.333,0.467,0.617,0.434
normalized_3drna_rp13_3.pdb,19.908,0.174476728231044,0.755,0.669,0.816,0.791,26.351,36.95,0.312,0.541,1.977,1.596,1.31,0.0,0.408,0.217,0.35,0.467,0.6,0.405
normalized_alphafold3_rp13_3.pdb,19.936,0.17840478873019994,0.774,0.72,0.667,0.802,25.77,16.28,0.363,0.552,2.06,1.542,1.87,0.0,0.446,0.217,0.35,0.583,0.633,0.445
normalized_alphafold3_rp13_5.pdb,20.126,0.20737373044695845,0.76,0.72,0.577,0.79,26.473,16.35,0.387,0.55,2.076,1.535,1.862,0.0,0.454,0.233,0.383,0.567,0.633,0.442
normalized_alphafold3_rp13_2.pdb,20.251,0.22774737516789212,0.769,0.72,0.577,0.802,26.347,16.32,0.385,0.551,2.087,1.548,1.886,0.0,0.467,0.267,0.4,0.567,0.633,0.437
normalized_alphafold3_rp13_1.pdb,20.317,0.2390043457389096,0.774,0.72,0.667,0.802,26.263,16.25,0.379,0.55,2.098,1.537,1.873,0.0,0.463,0.267,0.383,0.567,0.633,0.437
normalized_alphafold3_rp13_4.pdb,20.349,0.24449084268479504,0.769,0.72,0.577,0.802,26.474,16.57,0.376,0.55,2.101,1.546,1.884,0.0,0.467,0.283,0.383,0.567,0.633,0.454
normalized_3drna_rp13_1.pdb,20.677,0.3050866190802214,0.747,0.651,0.0,0.824,27.693,23.5,0.323,0.544,2.085,1.586,1.279,0.0,0.417,0.217,0.333,0.5,0.617,0.411
normalized_mcsym_rp13_3.pdb,23.078,0.795036788033737,0.515,0.2,0.0,0.681,44.832,31.38,0.274,0.451,2.4,2.114,1.451,0.0,0.242,0.133,0.2,0.267,0.367,0.001
normalized_ifoldrna_rp13_5.pdb,23.436,0.846859876141092,0.261,0.0,0.0,0.405,89.813,28.12,0.261,0.424,2.43,2.331,0.646,0.0,0.138,0.083,0.117,0.15,0.2,0.001
normalized_ifoldrna_rp13_1.pdb,23.482,0.8528636483553687,0.261,0.0,0.0,0.438,89.99,32.52,0.131,0.415,2.413,2.321,0.539,0.0,0.163,0.083,0.133,0.183,0.25,0.0
normalized_mcsym_rp13_5.pdb,23.684,0.8771176992654486,0.515,0.206,0.0,0.681,46.009,33.7,0.274,0.459,2.465,2.172,1.561,0.0,0.275,0.117,0.2,0.333,0.45,0.001
normalized_ifoldrna_rp13_4.pdb,24.071,0.9155720140223995,0.299,0.0,0.0,0.459,80.461,30.01,0.194,0.417,2.508,2.327,0.488,0.0,0.133,0.067,0.1,0.133,0.233,0.004
normalized_mcsym_rp13_2.pdb,24.092,0.9173737356214349,0.547,0.257,0.0,0.711,44.007,35.55,0.2,0.469,2.498,2.131,1.402,0.0,0.283,0.133,0.233,0.35,0.417,0.003
normalized_ifoldrna_rp13_2.pdb,24.115,0.9193050768247508,0.301,0.0,0.0,0.457,80.094,28.77,0.22,0.413,2.493,2.307,0.498,0.0,0.158,0.083,0.133,0.183,0.233,0.003
