,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_alphafold3_rp18_2.pdb,1.47,0.0,0.928,1.0,0.707,0.918,1.584,8.53,0.812,0.931,0.147,0.413,2.669,0.0,0.884,0.634,0.901,1.0,1.0,0.823
normalized_alphafold3_rp18_5.pdb,1.479,0.0,0.919,1.0,0.73,0.904,1.609,7.78,0.832,0.929,0.144,0.423,2.632,0.0,0.894,0.69,0.887,1.0,1.0,0.912
normalized_alphafold3_rp18_4.pdb,1.546,0.0,0.923,1.0,0.707,0.911,1.675,7.84,0.818,0.93,0.155,0.414,2.66,0.0,0.884,0.662,0.873,1.0,1.0,0.913
normalized_alphafold3_rp18_3.pdb,1.77,0.0,0.923,1.0,0.707,0.911,1.918,8.62,0.782,0.931,0.178,0.419,2.678,0.0,0.842,0.549,0.817,1.0,1.0,0.912
normalized_alphafold3_rp18_1.pdb,2.076,0.0,0.913,1.0,0.612,0.904,2.273,7.91,0.735,0.926,0.214,0.413,2.655,0.0,0.82,0.521,0.761,1.0,1.0,0.903
normalized_trrosettarna_rp18_1.pdb,2.414,0.0,0.547,0.695,0.144,0.553,4.41,28.63,0.811,0.818,0.187,1.412,1.453,0.0,0.852,0.507,0.901,1.0,1.0,0.66
normalized_trrosettarna_rp18_2.pdb,2.525,0.0,0.689,0.873,0.0,0.666,3.664,34.39,0.797,0.826,0.203,1.155,1.757,0.0,0.845,0.451,0.93,1.0,1.0,0.657
normalized_trrosettarna_rp18_4.pdb,2.608,0.0,0.555,0.7,0.204,0.531,4.701,35.71,0.782,0.818,0.207,1.454,1.188,0.0,0.835,0.451,0.887,1.0,1.0,0.627
normalized_trrosettarna_rp18_3.pdb,2.962,0.0,0.429,0.721,0.136,0.374,6.904,36.54,0.796,0.81,0.207,1.662,1.129,0.0,0.838,0.451,0.901,1.0,1.0,0.63
normalized_best_rp18_25.pdb,3.208,0.0,0.868,0.981,0.667,0.84,3.696,16.11,0.582,0.872,0.315,0.754,2.367,0.0,0.68,0.268,0.563,0.887,1.0,0.78
normalized_best_rp18_50.pdb,3.74,0.0,0.794,0.962,0.577,0.738,4.71,24.85,0.519,0.816,0.353,0.98,1.917,0.0,0.623,0.211,0.451,0.831,1.0,0.585
normalized_best_rp18_7.pdb,3.877,0.0,0.873,0.981,0.548,0.857,4.442,16.15,0.49,0.871,0.395,0.879,2.427,0.0,0.641,0.296,0.493,0.775,1.0,0.713
normalized_best_rp18_24.pdb,4.034,0.0,0.874,0.981,0.667,0.85,4.613,16.03,0.503,0.878,0.415,0.743,2.317,0.0,0.602,0.254,0.479,0.704,0.972,0.734
normalized_best_rp18_10.pdb,5.496,0.0,0.852,0.981,0.617,0.824,6.447,16.59,0.47,0.874,0.552,0.785,2.449,0.0,0.578,0.282,0.479,0.648,0.901,0.787
normalized_best_rp18_22.pdb,5.633,0.0,0.865,0.981,0.577,0.85,6.512,16.28,0.48,0.873,0.569,0.814,2.34,0.0,0.574,0.296,0.479,0.662,0.859,0.777
normalized_best_rp18_2.pdb,5.633,0.0,0.865,0.981,0.577,0.85,6.512,16.28,0.48,0.873,0.569,0.814,2.34,0.0,0.574,0.296,0.479,0.662,0.859,0.777
normalized_best_rp18_19.pdb,5.698,0.0,0.853,0.962,0.365,0.851,6.682,16.69,0.441,0.855,0.563,0.935,2.434,0.0,0.56,0.282,0.451,0.606,0.901,0.739
normalized_best_rp18_13.pdb,5.698,0.0,0.853,0.962,0.365,0.851,6.682,16.69,0.441,0.855,0.563,0.935,2.434,0.0,0.56,0.282,0.451,0.606,0.901,0.739
normalized_best_rp18_41.pdb,6.636,0.0,0.828,0.96,0.577,0.794,8.01,26.76,0.46,0.814,0.691,0.989,1.718,0.0,0.514,0.211,0.422,0.648,0.775,0.635
normalized_best_rp18_56.pdb,7.903,0.0,0.65,0.84,0.0,0.607,12.166,24.91,0.336,0.7,0.772,1.54,1.241,0.0,0.387,0.141,0.211,0.38,0.817,0.486
normalized_best_rp18_72.pdb,8.44,0.0,0.704,0.824,0.0,0.694,11.983,23.07,0.345,0.68,0.866,1.476,1.616,0.0,0.359,0.113,0.197,0.394,0.732,0.474
normalized_best_rp18_29.pdb,9.082,5.551115123125783e-17,0.729,0.784,0.548,0.723,12.452,17.55,0.43,0.737,0.866,1.414,1.769,0.0,0.461,0.225,0.408,0.493,0.718,0.59
normalized_best_rp18_49.pdb,9.165,5.551115123125783e-17,0.703,0.76,0.0,0.72,13.034,24.66,0.428,0.748,0.887,1.442,1.749,0.0,0.493,0.169,0.422,0.62,0.761,0.473
