,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_rhofold_rp32.pdb,2.283,0.0,0.784,0.832,0.0,0.818,2.913,45.02,0.483,0.012,0.241,1.059,0.904,0.0,0.427,0.146,0.271,0.354,0.938,0.662
normalized_vfoldpipeline_rp32.pdb,6.183,2.671529664155514e-12,0.816,0.968,0.0,0.818,7.576,21.01,0.349,0.013,0.628,1.299,1.066,0.0,0.312,0.125,0.208,0.312,0.604,0.548
normalized_trrosettarna_rp32_2.pdb,6.313,4.4293457790445245e-12,0.618,0.802,0.0,0.581,10.211,38.55,0.25,0.009,0.634,1.595,0.923,0.0,0.354,0.146,0.208,0.396,0.667,0.518
normalized_trrosettarna_rp32_1.pdb,6.362,5.347944309619379e-12,0.688,0.839,0.0,0.679,9.243,31.44,0.276,0.011,0.618,1.455,1.014,0.0,0.365,0.167,0.229,0.375,0.688,0.542
normalized_trrosettarna_rp32_3.pdb,6.427,6.881495373534108e-12,0.686,0.839,0.0,0.667,9.366,31.26,0.274,0.011,0.615,1.425,1.042,0.0,0.349,0.146,0.229,0.354,0.667,0.541
normalized_rnacomposer_rp32.pdb,7.18,1.1314865711042899e-10,0.803,0.91,0.0,0.81,8.942,25.45,0.238,0.012,0.722,1.279,0.842,0.0,0.323,0.125,0.188,0.333,0.646,0.554
normalized_3drna_rp32_2.pdb,7.585,4.768414552103195e-10,0.747,0.901,,0.72,10.15,32.6,0.289,0.013,0.747,1.464,1.052,0.0,0.318,0.125,0.229,0.312,0.604,0.514
normalized_3drna_rp32_5.pdb,7.66,6.168330846101355e-10,0.749,0.901,,0.73,10.223,32.86,0.272,0.011,0.78,1.371,1.043,0.0,0.328,0.125,0.229,0.354,0.604,0.528
normalized_trrosettarna_rp32_5.pdb,8.926,3.8862004392292704e-08,0.442,0.53,0.0,0.47,20.216,41.61,0.234,0.012,0.954,1.791,0.606,0.0,0.24,0.104,0.125,0.271,0.458,0.473
normalized_eprna_rp32.pdb,10.429,2.852667232711159e-06,0.0,,,0.0,inf,92.24,0.141,0.01,0.94,2.141,0.028,0.0,0.224,0.083,0.125,0.208,0.479,0.0
normalized_trrosettarna_rp32_4.pdb,11.766,7.40277283008961e-05,0.379,0.0,0.0,0.515,31.085,63.41,0.12,0.013,1.304,1.883,0.257,0.0,0.224,0.104,0.146,0.229,0.417,0.42
normalized_3drna_rp32_1.pdb,12.805,0.0006467954032070566,0.726,0.869,0.0,0.727,17.626,33.62,0.223,0.011,1.401,1.569,1.068,0.0,0.229,0.104,0.146,0.25,0.417,0.494
normalized_isrna_rp32.pdb,13.137,0.0012111947811210277,0.779,0.935,,0.757,16.864,26.05,0.249,0.011,1.4,1.426,1.038,0.0,0.219,0.125,0.188,0.208,0.354,0.456
normalized_3drna_rp32_4.pdb,15.501,0.04276686807800123,0.719,0.935,,0.667,21.558,32.14,0.257,0.011,1.638,1.512,1.058,0.0,0.24,0.125,0.229,0.25,0.354,0.503
normalized_3drna_rp32_3.pdb,15.815,0.06118295710930721,0.723,0.875,,0.695,21.864,35.63,0.219,0.011,1.666,1.539,1.091,0.0,0.208,0.104,0.125,0.229,0.375,0.494
normalized_mcsym_rp32_3.pdb,21.961,0.9692071690328254,0.422,0.0,,0.622,51.982,35.16,0.242,0.012,2.246,2.234,1.127,0.0,0.208,0.125,0.167,0.25,0.292,0.015
normalized_vfold_rp32.pdb,22.167,0.9763557396173037,0.332,0.0,0.0,0.528,66.768,31.0,0.282,0.009,2.285,2.293,0.854,0.0,0.193,0.125,0.146,0.208,0.292,0.003
normalized_mcsym_rp32_2.pdb,23.298,0.9954987346600381,0.325,0.0,,0.487,71.683,37.4,0.226,0.01,2.368,2.266,1.131,0.0,0.188,0.125,0.146,0.188,0.292,0.015
normalized_mcsym_rp32_5.pdb,25.746,0.9999644303884918,0.346,0.0,,0.507,74.48,39.45,0.275,0.011,2.622,2.269,1.121,0.0,0.213,0.125,0.188,0.25,0.292,0.004
normalized_mcsym_rp32_4.pdb,27.834,0.9999998567524725,0.386,0.0,,0.572,72.033,37.24,0.25,0.01,2.846,2.221,1.117,0.0,0.208,0.104,0.188,0.25,0.292,0.014
normalized_mcsym_rp32_1.pdb,27.851,0.999999863725038,0.397,0.0,0.0,0.579,70.234,37.02,0.262,0.009,2.83,2.243,1.056,0.0,0.224,0.125,0.208,0.25,0.312,0.005
normalized_best_rp32_70.pdb,,,0.364,0.0,,0.556,,,0.345,0.701,,,1.056,0.0,0.474,0.208,0.271,0.625,0.792,0.484
normalized_best_rp32_61.pdb,,,0.478,0.243,,0.611,,,0.191,0.651,,,0.799,0.0,0.307,0.167,0.271,0.354,0.438,0.394
normalized_best_rp32_40.pdb,,,0.365,0.0,0.0,0.61,,,0.22,0.683,,,0.638,0.0,0.37,0.146,0.25,0.417,0.667,0.466
normalized_best_rp32_56.pdb,,,0.359,0.0,0.0,0.539,,,0.247,0.723,,,1.214,0.0,0.38,0.208,0.271,0.458,0.583,0.509
normalized_best_rp32_7.pdb,,,0.39,0.0,0.0,0.577,,,0.287,0.769,,,1.219,0.0,0.469,0.188,0.396,0.542,0.75,0.587
normalized_best_rp32_48.pdb,,,0.314,0.0,,0.484,,,0.211,0.696,,,0.73,0.0,0.312,0.146,0.208,0.354,0.542,0.448
normalized_best_rp32_89.pdb,,,0.304,0.0,,0.479,,,0.247,0.594,,,1.279,0.0,0.224,0.146,0.229,0.25,0.271,0.019
normalized_best_rp32_90.pdb,,,0.435,0.0,0.0,0.559,,,0.133,0.574,,,0.315,0.0,0.188,0.104,0.146,0.208,0.292,0.265
normalized_best_rp32_54.pdb,,,0.44,0.0,0.0,0.662,,,0.263,0.739,,,1.277,0.0,0.385,0.167,0.25,0.479,0.646,0.536
normalized_best_rp32_5.pdb,,,0.4,0.0,0.0,0.598,,,0.204,0.59,,,1.227,0.0,0.224,0.125,0.167,0.271,0.333,0.282
normalized_best_rp32_57.pdb,,,0.386,0.0,,0.595,,,0.302,0.657,,,1.15,0.0,0.458,0.229,0.333,0.542,0.729,0.046
normalized_best_rp32_95.pdb,,,0.276,0.0,0.0,0.451,,,0.229,0.596,,,1.217,0.0,0.182,0.104,0.167,0.188,0.271,0.044
normalized_best_rp32_99.pdb,,,0.316,0.0,,0.48,,,0.2,0.675,,,0.84,0.0,0.349,0.167,0.271,0.375,0.583,0.494
normalized_best_rp32_77.pdb,,,0.246,0.0,0.0,0.426,,,0.22,0.693,,,0.746,0.0,0.37,0.167,0.312,0.375,0.625,0.407
normalized_best_rp32_3.pdb,,,0.345,0.0,0.0,0.533,,,0.188,0.574,,,1.334,0.0,0.208,0.125,0.146,0.229,0.333,0.073
normalized_best_rp32_45.pdb,,,0.466,0.229,0.0,0.605,,,0.212,0.66,,,1.269,0.0,0.286,0.208,0.229,0.292,0.417,0.46
normalized_best_rp32_86.pdb,,,0.348,0.0,,0.523,,,0.224,0.703,,,0.865,0.0,0.359,0.188,0.271,0.375,0.604,0.508
normalized_best_rp32_36.pdb,,,0.407,0.0,0.0,0.624,,,0.236,0.604,,,1.35,0.0,0.24,0.167,0.188,0.25,0.354,0.368
normalized_best_rp32_97.pdb,,,0.353,0.0,0.0,0.546,,,0.208,0.597,,,1.366,0.0,0.24,0.104,0.208,0.292,0.354,0.01
normalized_best_rp32_32.pdb,,,0.314,0.0,0.0,0.503,,,0.272,0.713,,,0.768,0.0,0.417,0.146,0.25,0.458,0.812,0.477
normalized_best_rp32_34.pdb,,,0.334,0.0,,0.493,,,0.282,0.736,,,0.935,0.0,0.479,0.188,0.396,0.562,0.771,0.543
normalized_best_rp32_38.pdb,,,0.455,0.0,,0.642,,,0.299,0.615,,,1.094,0.0,0.224,0.125,0.167,0.271,0.333,0.3
normalized_best_rp32_71.pdb,,,0.393,0.2,0.0,0.552,,,0.201,0.661,,,1.028,0.0,0.328,0.167,0.25,0.333,0.562,0.457
normalized_best_rp32_98.pdb,,,0.421,0.0,0.0,0.642,,,0.247,0.659,,,1.234,0.0,0.297,0.25,0.271,0.312,0.354,0.422
normalized_best_rp32_14.pdb,,,0.411,0.0,0.0,0.627,,,0.181,0.649,,,1.262,0.0,0.292,0.208,0.229,0.312,0.417,0.392
normalized_best_rp32_10.pdb,,,0.457,0.0,0.0,0.686,,,0.258,0.716,,,1.21,0.0,0.422,0.188,0.271,0.521,0.708,0.556
normalized_best_rp32_9.pdb,,,0.348,0.0,,0.52,,,0.217,0.647,,,1.575,0.0,0.297,0.208,0.271,0.333,0.375,0.195
normalized_best_rp32_73.pdb,,,0.303,0.0,0.0,0.465,,,0.234,0.708,,,1.067,0.0,0.312,0.188,0.271,0.333,0.458,0.495
normalized_best_rp32_87.pdb,,,0.351,0.0,0.0,0.533,,,0.285,0.621,,,1.208,0.0,0.24,0.125,0.208,0.271,0.354,0.002
normalized_best_rp32_92.pdb,,,0.421,0.0,0.0,0.63,,,0.274,0.713,,,1.34,0.0,0.375,0.229,0.271,0.396,0.604,0.539
normalized_best_rp32_39.pdb,,,0.309,0.0,0.0,0.479,,,0.247,0.691,,,1.356,0.0,0.375,0.25,0.271,0.396,0.583,0.49
normalized_best_rp32_81.pdb,,,0.447,0.0,,0.654,,,0.263,0.718,,,1.257,0.0,0.344,0.208,0.271,0.354,0.542,0.545
normalized_best_rp32_53.pdb,,,0.327,0.0,0.0,0.493,,,0.27,0.72,,,1.069,0.0,0.438,0.167,0.354,0.521,0.708,0.505
normalized_best_rp32_28.pdb,,,0.359,0.0,0.0,0.531,,,0.207,0.551,,,0.783,0.0,0.193,0.125,0.146,0.208,0.292,0.268
normalized_best_rp32_25.pdb,,,0.404,0.056,0.0,0.591,,,0.252,0.658,,,1.452,0.0,0.365,0.208,0.312,0.417,0.521,0.451
normalized_best_rp32_104.pdb,,,0.401,0.0,0.0,0.595,,,0.276,0.593,,,1.365,0.0,0.208,0.104,0.208,0.229,0.292,0.282
normalized_best_rp32_19.pdb,,,0.336,0.0,0.0,0.514,,,0.232,0.624,,,1.305,0.0,0.234,0.167,0.188,0.25,0.333,0.359
normalized_best_rp32_88.pdb,,,0.357,,0.0,0.48,,,0.141,0.576,,,0.276,0.0,0.193,0.104,0.146,0.208,0.312,0.253
normalized_best_rp32_47.pdb,,,0.441,0.0,0.0,0.66,,,0.231,0.735,,,1.23,0.0,0.401,0.208,0.312,0.438,0.646,0.553
normalized_alphafold3_rp32_5.pdb,,,0.4,0.0,0.0,0.622,,,0.266,0.738,,,1.325,0.0,0.458,0.229,0.312,0.479,0.812,0.503
normalized_best_rp32_51.pdb,,,0.196,0.0,0.0,0.349,,,0.163,0.569,,,0.53,0.0,0.198,0.104,0.146,0.229,0.312,0.266
normalized_best_rp32_67.pdb,,,0.378,0.0,,0.564,,,0.27,0.707,,,0.978,0.0,0.474,0.208,0.333,0.542,0.812,0.521
normalized_best_rp32_49.pdb,,,0.357,0.0,0.0,0.548,,,0.274,0.712,,,1.3,0.0,0.354,0.208,0.271,0.354,0.583,0.496
normalized_best_rp32_102.pdb,,,0.451,0.057,0.0,0.652,,,0.236,0.667,,,1.294,0.0,0.302,0.208,0.25,0.333,0.417,0.435
normalized_best_rp32_4.pdb,,,0.362,0.0,0.0,0.553,,,0.287,0.616,,,1.216,0.0,0.213,0.104,0.188,0.25,0.312,0.301
normalized_best_rp32_35.pdb,,,0.404,0.125,0.0,0.546,,,0.245,0.65,,,1.032,0.0,0.427,0.188,0.271,0.438,0.812,0.488
normalized_best_rp32_64.pdb,,,0.457,0.0,0.0,0.686,,,0.258,0.716,,,1.21,0.0,0.422,0.188,0.271,0.521,0.708,0.556
normalized_best_rp32_62.pdb,,,0.356,0.0,0.0,0.539,,,0.264,0.601,,,1.17,0.0,0.188,0.104,0.146,0.208,0.292,0.027
