,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_vfoldpipeline_rp23.pdb,1.137,9.992007221626409e-16,0.935,1.0,0.926,0.921,1.217,18.94,0.724,0.918,0.115,0.399,0.85,0.0,0.96,0.838,1.0,1.0,1.0,0.881
normalized_alphafold3_rp23_1.pdb,1.692,1.1657341758564144e-14,0.765,1.0,0.401,0.841,2.211,16.63,0.632,0.872,0.144,1.097,0.717,0.0,0.912,0.703,0.946,1.0,1.0,0.748
normalized_alphafold3_rp23_5.pdb,1.704,1.2212453270876722e-14,0.783,1.0,0.546,0.825,2.176,16.2,0.612,0.872,0.146,1.092,0.714,0.0,0.905,0.649,0.973,1.0,1.0,0.744
normalized_alphafold3_rp23_2.pdb,1.724,1.3322676295501878e-14,0.783,1.0,0.546,0.825,2.202,15.9,0.612,0.867,0.145,1.075,0.726,0.0,0.912,0.676,0.973,1.0,1.0,0.745
normalized_alphafold3_rp23_3.pdb,1.762,1.5709655798445965e-14,0.769,1.0,0.436,0.841,2.29,16.53,0.614,0.87,0.149,1.092,0.724,0.0,0.892,0.622,0.946,1.0,1.0,0.741
normalized_alphafold3_rp23_4.pdb,1.776,1.6653345369377348e-14,0.756,1.0,0.401,0.825,2.351,16.08,0.597,0.87,0.154,1.088,0.723,0.0,0.892,0.622,0.946,1.0,1.0,0.739
normalized_trrosettarna_rp23_2.pdb,2.429,2.5701663020072374e-13,0.465,0.75,0.0,0.529,5.22,35.17,0.5,0.754,0.194,1.719,0.459,0.0,0.858,0.46,0.973,1.0,1.0,0.625
normalized_trrosettarna_rp23_1.pdb,2.555,4.2876813211023546e-13,0.462,0.668,0.085,0.612,5.531,35.26,0.461,0.755,0.22,1.74,0.44,0.0,0.824,0.405,0.892,1.0,1.0,0.599
normalized_trrosettarna_rp23_3.pdb,2.894,1.6628365351323282e-12,0.512,0.632,0.189,0.594,5.657,38.07,0.481,0.73,0.234,1.671,0.335,0.0,0.831,0.46,0.865,1.0,1.0,0.597
normalized_rhofold_rp23.pdb,4.049,1.2937789728439952e-10,0.592,0.935,0.283,0.632,6.837,66.71,0.284,0.668,0.392,1.661,0.352,0.0,0.635,0.297,0.46,0.784,1.0,0.49
