,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_best_R1126_1.pdb,8.761,0.0,0.833,0.967,0.452,0.785,10.519,23.0,0.618,0.838,0.893,0.964,18.659,0.0,0.29,0.069,0.135,0.331,0.625,0.671
normalized_best_R1126_3.pdb,8.826,0.0,0.827,0.964,0.452,0.778,10.672,22.76,0.595,0.84,0.898,0.976,18.722,0.0,0.3,0.063,0.141,0.372,0.623,0.674
normalized_best_R1126_2.pdb,8.928,0.0,0.835,0.967,0.452,0.788,10.695,22.83,0.603,0.84,0.915,0.97,18.793,0.0,0.276,0.063,0.118,0.308,0.614,0.678
normalized_best_R1126_5.pdb,8.987,0.0,0.831,0.967,0.452,0.782,10.817,22.79,0.584,0.84,0.915,0.974,18.795,0.0,0.291,0.077,0.135,0.35,0.601,0.662
normalized_best_R1126_4.pdb,9.023,0.0,0.828,0.967,0.452,0.778,10.893,22.91,0.593,0.843,0.915,0.958,18.631,0.0,0.3,0.063,0.174,0.375,0.587,0.678
normalized_trrosettarna_r1126_2.pdb,26.879,0.0,0.598,0.656,0.0,0.609,44.93,31.66,0.2,0.733,2.75,1.674,8.099,0.0,0.093,0.041,0.072,0.091,0.168,0.432
normalized_trrosettarna_r1126_4.pdb,34.293,0.0,0.545,0.585,0.0,0.573,62.916,36.97,0.191,0.704,3.479,1.8,6.658,0.0,0.083,0.03,0.069,0.105,0.127,0.396
normalized_trrosettarna_r1126_3.pdb,35.722,0.0,0.553,0.604,0.0,0.582,64.605,36.19,0.188,0.714,3.615,1.793,6.69,0.0,0.083,0.036,0.069,0.094,0.132,0.413
normalized_trrosettarna_r1126_5.pdb,35.958,0.0,0.511,0.505,0.0,0.567,70.419,42.77,0.209,0.694,3.65,1.9,5.034,0.0,0.085,0.039,0.072,0.096,0.132,0.364
normalized_trrosettarna_r1126_1.pdb,39.256,0.0,0.629,0.696,0.075,0.63,62.398,32.44,0.177,0.722,3.988,1.671,8.334,0.0,0.092,0.039,0.074,0.11,0.143,0.431
normalized_alphafold3_R1126_5.pdb,43.016,0.0,0.786,0.922,0.265,0.744,54.72,22.61,0.23,0.802,4.321,1.183,16.742,0.0,0.118,0.058,0.085,0.135,0.196,0.567
normalized_alphafold3_R1126_4.pdb,43.956,0.0,0.778,0.919,0.289,0.735,56.502,22.73,0.256,0.802,4.415,1.181,16.791,0.0,0.114,0.05,0.085,0.13,0.19,0.566
normalized_alphafold3_R1126_1.pdb,44.78,1.1657341758564144e-15,0.781,0.922,0.316,0.735,57.342,22.9,0.24,0.801,4.497,1.177,16.808,0.0,0.121,0.066,0.096,0.132,0.19,0.555
normalized_alphafold3_R1126_3.pdb,44.91,2.1094237467877974e-15,0.777,0.915,0.25,0.735,57.77,22.66,0.259,0.801,4.509,1.187,16.78,0.0,0.114,0.052,0.085,0.132,0.187,0.566
normalized_alphafold3_R1126_2.pdb,48.708,4.782628015842505e-09,0.774,0.915,0.226,0.733,62.898,22.77,0.157,0.803,4.893,1.184,16.942,0.0,0.108,0.05,0.077,0.132,0.174,0.557
normalized_rnacomposer_r1126.pdb,54.725,0.008304674254529798,0.74,0.886,0.0,0.705,73.976,29.91,0.182,0.725,5.495,1.387,10.235,0.0,0.085,0.036,0.069,0.105,0.132,0.498
normalized_rhofold_R1126.pdb,,,0.339,0.0,0.0,0.467,,,0.144,0.029,,,3.665,0.0,0.04,0.019,0.033,0.05,0.058,0.0
