,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_trrosettarna_r1117_1.pdb,3.034,1.0848556997178349e-08,0.472,0.714,0.141,0.516,6.423,,0.221,0.68,,,0.322,0.0,0.733,0.276,0.69,0.966,1.0,0.541
normalized_trrosettarna_r1117_2.pdb,3.056,1.1618206674501863e-08,0.374,0.676,0.183,0.344,8.166,,0.226,0.69,,,0.242,0.0,0.741,0.276,0.724,0.966,1.0,0.536
normalized_trrosettarna_r1117_3.pdb,3.428,3.743058568650426e-08,0.115,0.378,0.0,0.127,29.887,,0.208,0.663,,,0.111,0.0,0.716,0.241,0.655,0.966,1.0,0.469
normalized_alphafold3_R1117_5.pdb,3.451,4.0125194389339924e-08,0.588,0.935,0.0,0.632,5.868,,0.308,0.664,,,0.665,0.0,0.741,0.414,0.621,0.931,1.0,0.473
normalized_alphafold3_R1117_2.pdb,3.474,4.30846637811122e-08,0.578,0.935,0.0,0.632,6.009,,0.338,0.672,,,0.656,0.0,0.733,0.414,0.586,0.931,1.0,0.597
normalized_alphafold3_R1117_1.pdb,3.487,4.486270654968649e-08,0.578,0.935,0.0,0.632,6.032,,0.334,0.674,,,0.674,0.0,0.716,0.379,0.552,0.931,1.0,0.424
normalized_alphafold3_R1117_3.pdb,3.5,4.669916670030361e-08,0.569,0.882,0.0,0.649,6.154,,0.3,0.67,,,0.664,0.0,0.716,0.379,0.552,0.931,1.0,0.534
normalized_alphafold3_R1117_4.pdb,3.564,5.67336160828269e-08,0.569,0.935,0.0,0.632,6.266,,0.328,0.674,,,0.674,0.0,0.716,0.379,0.552,0.931,1.0,0.5
normalized_rhofold_R1117.pdb,3.731,9.389026039974269e-08,0.578,0.837,0.0,0.632,6.453,,0.216,0.689,,,0.341,0.0,0.655,0.276,0.483,0.862,1.0,0.528
normalized_best_R1117_2.pdb,4.393,6.381357671170207e-07,0.389,0.772,0.0,0.401,11.288,,0.446,0.662,,,0.454,0.0,0.647,0.345,0.414,0.828,1.0,0.064
normalized_best_R1117_4.pdb,4.393,6.381357671170207e-07,0.389,0.772,0.0,0.401,11.288,,0.446,0.662,,,0.454,0.0,0.647,0.345,0.414,0.828,1.0,0.064
normalized_best_R1117_5.pdb,4.393,6.381357671170207e-07,0.389,0.772,0.0,0.401,11.288,,0.446,0.662,,,0.454,0.0,0.647,0.345,0.414,0.828,1.0,0.064
normalized_best_R1117_1.pdb,4.393,6.381357671170207e-07,0.389,0.772,0.0,0.401,11.288,,0.446,0.662,,,0.454,0.0,0.647,0.345,0.414,0.828,1.0,0.064
normalized_best_R1117_3.pdb,4.393,6.381357671170207e-07,0.389,0.772,0.0,0.401,11.288,,0.446,0.662,,,0.454,0.0,0.647,0.345,0.414,0.828,1.0,0.064
normalized_3drna_r1117_5.pdb,5.409,9.392455775081299e-06,0.417,0.655,0.0,0.464,12.981,,0.173,0.602,,,0.269,0.0,0.517,0.207,0.379,0.552,0.931,0.392
normalized_3drna_r1117_3.pdb,5.507,1.1986139429376319e-05,0.367,0.507,0.0,0.433,15.019,,0.193,0.59,,,0.383,0.0,0.578,0.31,0.414,0.655,0.931,0.447
normalized_trrosettarna_r1117_4.pdb,10.227,0.05459300242882281,0.289,,0.0,0.459,35.429,,0.124,0.676,,,0.078,0.0,0.328,0.172,0.276,0.379,0.483,0.435
normalized_trrosettarna_r1117_5.pdb,10.368,0.06379751818152724,0.404,0.0,0.0,0.662,25.649,,0.123,0.689,,,0.107,0.0,0.336,0.207,0.276,0.379,0.483,0.444
normalized_isrna_r1117.pdb,12.305,0.32722273112723993,0.556,0.676,0.0,0.684,22.145,,0.234,0.611,,,0.522,0.0,0.422,0.31,0.379,0.414,0.586,0.257
normalized_simrna_r1117.pdb,13.342,0.5510470963015255,0.426,0.535,0.0,0.501,31.318,,0.213,0.572,,,0.618,0.0,0.414,0.276,0.345,0.414,0.621,0.114
normalized_3drna_r1117_2.pdb,13.714,0.6313534208205607,0.5,0.655,0.0,0.601,27.429,,0.179,0.57,,,0.419,0.0,0.44,0.241,0.379,0.483,0.655,0.359
normalized_vfold_r1117_1.pdb,14.13,0.7143939208115266,0.34,0.478,,0.368,41.533,,0.163,0.582,,,0.416,0.0,0.397,0.241,0.345,0.414,0.586,0.014
